application_id,officer_id,loan_type_id,submission_date,submission_date_id,end_date,loan_amount,interest_rate,credit_score,applicant_age,applicant_income,num_dependents,outcome,total_processing_days,submission_stage_days,doc_verification_days,credit_check_days,underwriting_days,approval_days,disbursement_days,is_month_end_application,is_anomaly,region,loan_type,date_id,full_date,year,quarter,month,month_name,week,day_of_week,day_name,is_weekend,is_month_end,is_quarter_end
APP03709,OFF024,LT05,2022-05-15,20220515,2022-06-16,704000,9.44,754,64,834000,2,Rejected,32.6,3.52,6.04,4.15,8.63,4.9,5.36,False,False,West,Education Loan,20220515,2022-05-15,2022,2,5,May,19,6,Sunday,True,False,False
APP03710,OFF047,LT03,2024-07-12,20240712,2024-08-02,293000,10.48,695,47,1286000,2,Withdrawn,21.26,2.45,3.96,3.19,5.38,3.08,3.2,False,False,East,Auto Loan,20240712,2024-07-12,2024,3,7,July,28,4,Friday,False,False,False
APP03711,OFF031,LT03,2024-10-20,20241020,2024-11-13,884000,10.16,741,34,1015000,3,Approved,24.98,2.83,4.55,3.62,6.67,3.92,3.39,False,False,South,Auto Loan,20241020,2024-10-20,2024,4,10,October,42,6,Sunday,True,False,False
APP03712,OFF032,LT03,2023-01-25,20230125,2023-03-13,348000,9.32,759,51,1365000,3,Approved,47.81,5.56,8.85,6.15,12.99,7.12,7.14,True,False,West,Auto Loan,20230125,2023-01-25,2023,1,1,January,4,2,Wednesday,False,False,False
APP03713,OFF011,LT01,2023-12-24,20231224,2024-01-17,84000,11.56,642,46,1585000,1,Approved,24.82,2.58,5,3.7,6.72,3.09,3.73,False,False,East,Personal Loan,20231224,2023-12-24,2023,4,12,December,51,6,Sunday,True,False,False
APP03714,OFF030,LT03,2024-04-05,20240405,,1062000,10.89,687,39,1635000,0,In Progress,31.57,3.09,6.19,4.68,8.79,4.24,4.58,False,False,South,Auto Loan,20240405,2024-04-05,2024,2,4,April,14,4,Friday,False,False,False
APP03715,OFF030,LT04,2022-11-09,20221109,2023-01-03,4074000,14.12,739,64,322000,3,Approved,55.01,7.19,9.84,8.6,12.59,8.43,8.36,False,False,South,Business Loan,20221109,2022-11-09,2022,4,11,November,45,2,Wednesday,False,False,False
APP03716,OFF049,LT04,2024-05-09,20240509,2024-06-18,1620000,14.63,709,44,1432000,3,Approved,40.37,5.48,6.92,6.33,9.38,5.9,6.36,False,False,South,Business Loan,20240509,2024-05-09,2024,2,5,May,19,3,Thursday,False,False,False
APP03717,OFF009,LT03,2024-02-21,20240221,2024-03-12,297000,11.89,634,48,859000,1,Rejected,20.65,1.92,3.61,3.22,5.66,3.41,2.83,False,False,South,Auto Loan,20240221,2024-02-21,2024,1,2,February,8,2,Wednesday,False,False,False
APP03718,OFF041,LT02,2024-03-29,20240329,2024-06-18,7553000,7.56,734,51,328000,2,Approved,81.29,10.18,14.79,11.97,19.25,12.54,12.56,True,False,South,Home Loan,20240329,2024-03-29,2024,1,3,March,13,4,Friday,False,False,False
APP03719,OFF028,LT02,2022-11-06,20221106,,7030000,8.04,728,54,764000,1,In Progress,38.76,4.55,6.85,6.08,9.38,5.7,6.2,False,False,South,Home Loan,20221106,2022-11-06,2022,4,11,November,44,6,Sunday,True,False,False
APP03720,OFF012,LT02,2022-07-14,20220714,2022-08-12,1934000,8.02,573,41,398000,2,Withdrawn,117.11,3.66,5.6,4.87,6.87,4.64,4.05,False,True,West,Home Loan,20220714,2022-07-14,2022,3,7,July,28,3,Thursday,False,False,False
APP03721,OFF018,LT03,2023-02-10,20230210,,295000,10.87,626,52,412000,2,In Progress,19.66,2.31,3.92,2.85,5.11,3.02,2.45,False,False,North,Auto Loan,20230210,2023-02-10,2023,1,2,February,6,4,Friday,False,False,False
APP03722,OFF026,LT02,2023-09-14,20230914,2023-10-19,9197000,9.06,548,53,1903000,2,Approved,35.56,4.74,6.56,5.21,8.49,5.1,5.46,False,False,South,Home Loan,20230914,2023-09-14,2023,3,9,September,37,3,Thursday,False,False,False
APP03723,OFF036,LT03,2023-04-12,20230412,2023-05-04,565000,9.38,599,42,740000,0,Approved,22.08,2.41,4.11,2.94,6.06,3.25,3.31,False,False,West,Auto Loan,20230412,2023-04-12,2023,2,4,April,15,2,Wednesday,False,False,False
APP03724,OFF039,LT04,2024-06-05,20240605,2024-07-15,3854000,13.18,742,32,400000,1,Withdrawn,40.8,5.62,7.03,6.05,9.58,6.2,6.32,False,False,Central,Business Loan,20240605,2024-06-05,2024,2,6,June,23,2,Wednesday,False,False,False
APP03725,OFF011,LT04,2022-05-03,20220503,2022-06-17,4068000,15.03,812,59,439000,1,Approved,45.95,6.05,7.64,6.99,10.53,7.22,7.52,False,False,East,Business Loan,20220503,2022-05-03,2022,2,5,May,18,1,Tuesday,False,False,False
APP03726,OFF007,LT01,2023-10-25,20231025,,426000,14.46,787,57,804000,2,In Progress,47.73,5.4,8.78,7.12,12.54,6.88,7.01,True,False,South,Personal Loan,20231025,2023-10-25,2023,4,10,October,43,2,Wednesday,False,False,False
APP03727,OFF039,LT03,2022-10-17,20221017,2022-11-07,677000,9.2,643,39,309000,4,Rejected,21.47,2.35,4.41,2.88,5.46,3.27,3.1,False,False,Central,Auto Loan,20221017,2022-10-17,2022,4,10,October,42,0,Monday,False,False,False
APP03728,OFF032,LT02,2024-05-02,20240502,2024-06-15,5621000,8.94,740,56,258000,0,Withdrawn,44.21,5.44,8.28,7.18,10.04,6.89,6.38,False,False,West,Home Loan,20240502,2024-05-02,2024,2,5,May,18,3,Thursday,False,False,False
APP03729,OFF020,LT02,2023-11-25,20231125,2024-01-21,4479000,9.29,644,58,1847000,3,Approved,57.17,7.18,10.29,8.28,13.86,8.6,8.96,True,False,East,Home Loan,20231125,2023-11-25,2023,4,11,November,47,5,Saturday,True,False,False
APP03730,OFF044,LT05,2024-05-28,20240528,2024-07-03,500000,10.92,557,22,721000,1,Approved,36.75,4.07,6.95,5.22,9.75,5.11,5.65,True,False,Central,Education Loan,20240528,2024-05-28,2024,2,5,May,22,1,Tuesday,False,False,False
APP03731,OFF039,LT02,2023-08-01,20230801,2023-09-06,9825000,10.02,825,28,1888000,0,Approved,36.97,4.4,6.86,5.58,8.99,5.84,5.3,False,False,Central,Home Loan,20230801,2023-08-01,2023,3,8,August,31,1,Tuesday,False,False,False
APP03732,OFF024,LT02,2024-01-27,20240127,2024-03-20,2919000,9.93,633,35,1030000,0,Approved,53.34,6.72,9.51,7.62,12.67,8.32,8.5,True,False,West,Home Loan,20240127,2024-01-27,2024,1,1,January,4,5,Saturday,True,False,False
APP03733,OFF031,LT01,2022-02-06,20220206,,420000,14.34,618,38,734000,2,In Progress,29.43,3.49,5.12,3.81,7.98,4.51,4.52,False,False,South,Personal Loan,20220206,2022-02-06,2022,1,2,February,5,6,Sunday,True,False,False
APP03734,OFF027,LT02,2023-03-05,20230305,2023-04-20,8289000,10.27,613,21,1647000,3,Approved,46.27,5.08,8.29,7.22,11.27,7.31,7.1,False,False,West,Home Loan,20230305,2023-03-05,2023,1,3,March,9,6,Sunday,True,False,False
APP03735,OFF045,LT02,2023-10-03,20231003,2023-11-08,8120000,9.81,578,27,747000,1,Approved,36.63,4.59,6.54,5.6,8.77,5.6,5.53,False,False,East,Home Loan,20231003,2023-10-03,2023,4,10,October,40,1,Tuesday,False,False,False
APP03736,OFF031,LT03,2023-11-29,20231129,2024-01-06,1378000,9.99,666,54,1868000,0,Approved,38.17,3.28,7.43,5.58,10.36,5.84,5.68,True,False,South,Auto Loan,20231129,2023-11-29,2023,4,11,November,48,2,Wednesday,False,False,False
APP03737,OFF022,LT02,2022-09-18,20220918,2022-10-31,9473000,7.64,652,27,354000,2,Withdrawn,43.46,4.94,8.21,7.05,10.07,6.43,6.76,False,False,North,Home Loan,20220918,2022-09-18,2022,3,9,September,37,6,Sunday,True,False,False
APP03738,OFF041,LT05,2023-04-14,20230414,,1186000,9.51,677,41,1785000,4,In Progress,37.42,4.66,6.66,5.78,9.19,5.27,5.86,False,False,South,Education Loan,20230414,2023-04-14,2023,2,4,April,15,4,Friday,False,False,False
APP03739,OFF040,LT02,2023-05-26,20230526,2023-07-18,4575000,8.06,635,58,1516000,1,Withdrawn,53.86,6.54,9.95,7.84,12.72,8.5,8.31,True,False,North,Home Loan,20230526,2023-05-26,2023,2,5,May,21,4,Friday,False,False,False
APP03740,OFF031,LT01,2023-10-04,20231004,2023-10-30,159000,14.1,700,27,1256000,1,Rejected,26.32,2.23,5.42,3.57,6.77,4.33,4,False,False,South,Personal Loan,20231004,2023-10-04,2023,4,10,October,40,2,Wednesday,False,False,False
APP03741,OFF007,LT04,2022-10-31,20221031,2023-01-16,3174000,13.14,850,22,1608000,1,Approved,77.42,9.93,13.68,11.92,17.33,12.35,12.21,True,False,South,Business Loan,20221031,2022-10-31,2022,4,10,October,44,0,Monday,False,True,False
APP03742,OFF006,LT05,2024-10-02,20241002,2024-11-07,1461000,8.06,739,57,1062000,2,Approved,36.12,4.3,6.74,4.95,9.35,4.95,5.83,False,False,Central,Education Loan,20241002,2024-10-02,2024,4,10,October,40,2,Wednesday,False,False,False
APP03743,OFF047,LT03,2022-05-18,20220518,,646000,11.23,633,52,338000,1,In Progress,20.96,2.04,4.3,3.02,6.22,2.84,2.54,False,False,East,Auto Loan,20220518,2022-05-18,2022,2,5,May,20,2,Wednesday,False,False,False
APP03744,OFF050,LT02,2023-07-20,20230720,,7546000,9.01,667,60,450000,3,In Progress,42.58,5.07,7.75,7.03,9.97,6.23,6.53,False,False,Central,Home Loan,20230720,2023-07-20,2023,3,7,July,29,3,Thursday,False,False,False
APP03745,OFF024,LT01,2024-08-28,20240828,2024-10-14,215000,11.54,691,37,470000,1,Rejected,47.58,5.1,9.07,6.97,12.07,7.14,7.23,True,False,West,Personal Loan,20240828,2024-08-28,2024,3,8,August,35,2,Wednesday,False,False,False
APP03746,OFF041,LT01,2023-11-02,20231102,2023-11-30,84000,13.26,637,49,1185000,3,Approved,28.97,2.36,5.48,4.26,7.74,4.4,4.73,False,False,South,Personal Loan,20231102,2023-11-02,2023,4,11,November,44,3,Thursday,False,False,False
APP03747,OFF040,LT04,2022-10-27,20221027,2022-12-13,448000,13.35,746,32,1869000,3,Approved,47.61,6.41,7.97,7.73,10.98,7.59,6.93,True,False,North,Business Loan,20221027,2022-10-27,2022,4,10,October,43,3,Thursday,False,False,False
APP03748,OFF021,LT04,2023-10-06,20231006,,2602000,13.63,675,27,1217000,1,In Progress,33.59,4.86,6.01,4.66,7.62,5.46,4.98,False,False,East,Business Loan,20231006,2023-10-06,2023,4,10,October,40,4,Friday,False,False,False
APP03749,OFF035,LT02,2023-01-21,20230121,2023-02-15,816000,7.54,582,40,733000,0,Approved,25.23,3.37,4.6,3.66,6.06,4.15,3.39,False,False,North,Home Loan,20230121,2023-01-21,2023,1,1,January,3,5,Saturday,True,False,False
APP03750,OFF039,LT05,2022-09-04,20220904,2022-10-01,833000,10.06,720,22,1696000,2,Approved,27.07,3.61,5.08,4.06,6.4,4.35,3.57,False,False,Central,Education Loan,20220904,2022-09-04,2022,3,9,September,35,6,Sunday,True,False,False
APP03751,OFF004,LT02,2024-10-29,20241029,,8724000,8.54,752,30,541000,2,In Progress,54.08,6.87,9.9,7.96,13.22,8.11,8.02,True,False,West,Home Loan,20241029,2024-10-29,2024,4,10,October,44,1,Tuesday,False,False,False
APP03752,OFF025,LT04,2022-01-23,20220123,2022-03-01,87000,14.16,666,49,1944000,2,Approved,37.15,4.43,6.5,5.87,8.7,6.01,5.64,False,False,South,Business Loan,20220123,2022-01-23,2022,1,1,January,3,6,Sunday,True,False,False
APP03753,OFF014,LT02,2023-08-30,20230830,2023-11-03,1994000,8.68,602,38,1207000,1,Rejected,65.01,8,11.68,9.6,15.53,10.12,10.08,True,False,West,Home Loan,20230830,2023-08-30,2023,3,8,August,35,2,Wednesday,False,False,False
APP03754,OFF042,LT04,2022-06-11,20220611,2022-07-17,3134000,15.46,800,44,936000,2,Rejected,36.98,4.62,6.61,5.47,8.91,5.97,5.4,False,False,East,Business Loan,20220611,2022-06-11,2022,2,6,June,23,5,Saturday,True,False,False
APP03755,OFF050,LT02,2024-07-03,20240703,2024-08-16,9277000,8.22,842,42,625000,3,Withdrawn,44.11,5.51,8.09,6.81,10.18,6.82,6.7,False,False,Central,Home Loan,20240703,2024-07-03,2024,3,7,July,27,2,Wednesday,False,False,False
APP03756,OFF036,LT02,2024-06-28,20240628,2024-08-24,6031000,8.4,605,56,389000,2,Rejected,57.32,7.07,9.92,8.49,13.81,8.72,9.31,True,False,West,Home Loan,20240628,2024-06-28,2024,2,6,June,26,4,Friday,False,False,False
APP03757,OFF007,LT03,2024-07-22,20240722,2024-08-23,1221000,11.84,818,51,1999000,3,Rejected,32.03,3.37,6.5,4.39,8.59,4.86,4.32,False,False,South,Auto Loan,20240722,2024-07-22,2024,3,7,July,30,0,Monday,False,False,False
APP03758,OFF046,LT05,2024-07-17,20240717,2024-08-14,1274000,10.51,683,55,456000,0,Approved,28.26,3.4,4.8,4.03,7.03,4.59,4.41,False,False,Central,Education Loan,20240717,2024-07-17,2024,3,7,July,29,2,Wednesday,False,False,False
APP03759,OFF038,LT02,2023-10-24,20231024,2023-11-25,1299000,9.32,678,34,562000,2,Rejected,32.12,3.7,5.69,4.64,7.72,5.33,5.04,False,False,East,Home Loan,20231024,2023-10-24,2023,4,10,October,43,1,Tuesday,False,False,False
APP03760,OFF008,LT01,2023-10-31,20231031,,476000,14.16,658,54,1313000,0,In Progress,48.18,5.28,9.45,7.2,11.93,7.72,6.6,True,False,West,Personal Loan,20231031,2023-10-31,2023,4,10,October,44,1,Tuesday,False,True,False
APP03761,OFF024,LT02,2023-10-08,20231008,2023-11-19,6241000,8.93,701,56,1210000,1,Rejected,42.16,5.84,7.37,6.55,10.11,5.92,6.37,False,False,West,Home Loan,20231008,2023-10-08,2023,4,10,October,40,6,Sunday,True,False,False
APP03762,OFF025,LT05,2022-02-22,20220222,2022-03-23,676000,9.22,563,25,275000,2,Approved,29.95,3.13,5.61,4.61,7.33,4.75,4.52,False,False,South,Education Loan,20220222,2022-02-22,2022,1,2,February,8,1,Tuesday,False,False,False
APP03763,OFF042,LT03,2024-03-21,20240321,2024-04-09,505000,10.27,753,63,1982000,2,Approved,19.41,1.48,3.43,3.04,5.27,3.12,3.07,False,False,East,Auto Loan,20240321,2024-03-21,2024,1,3,March,12,3,Thursday,False,False,False
APP03764,OFF040,LT01,2023-08-03,20230803,2023-08-30,383000,11.59,736,35,1928000,3,Withdrawn,27.65,2.87,5.27,4.4,7.55,3.58,3.98,False,False,North,Personal Loan,20230803,2023-08-03,2023,3,8,August,31,3,Thursday,False,False,False
APP03765,OFF049,LT05,2022-03-22,20220322,2022-04-20,415000,9.67,716,26,1566000,2,Approved,29.62,3.5,5.65,4.64,7.33,4.05,4.45,False,False,South,Education Loan,20220322,2022-03-22,2022,1,3,March,12,1,Tuesday,False,False,False
APP03766,OFF004,LT02,2024-10-14,20241014,2024-11-23,8462000,9.99,726,35,715000,0,Withdrawn,40.25,5.06,7.23,5.76,9.83,6.15,6.22,False,False,West,Home Loan,20241014,2024-10-14,2024,4,10,October,42,0,Monday,False,False,False
APP03767,OFF005,LT02,2022-11-07,20221107,2022-12-14,5057000,9.12,618,25,1658000,4,Approved,37.85,4.55,6.86,5.67,8.89,5.83,6.05,False,False,North,Home Loan,20221107,2022-11-07,2022,4,11,November,45,0,Monday,False,False,False
APP03768,OFF011,LT02,2022-07-08,20220708,2022-08-14,6605000,8.04,666,24,1779000,3,Withdrawn,37.35,4.97,6.48,5.59,8.96,5.73,5.62,False,False,East,Home Loan,20220708,2022-07-08,2022,3,7,July,27,4,Friday,False,False,False
APP03769,OFF023,LT03,2022-06-16,20220616,,1296000,9.24,778,34,1579000,0,In Progress,29.3,3.07,5.77,4.41,7.63,4.18,4.24,False,False,South,Auto Loan,20220616,2022-06-16,2022,2,6,June,24,3,Thursday,False,False,False
APP03770,OFF049,LT01,2024-10-05,20241005,2024-11-01,227000,11.58,594,48,1580000,3,Approved,27.67,2.89,5.35,3.96,7.68,4.46,3.33,False,False,South,Personal Loan,20241005,2024-10-05,2024,4,10,October,40,5,Saturday,True,False,False
APP03771,OFF004,LT05,2024-05-02,20240502,2024-06-03,1268000,10.76,654,29,962000,3,Approved,32.69,4.3,5.44,4.67,7.88,5.16,5.24,False,False,West,Education Loan,20240502,2024-05-02,2024,2,5,May,18,3,Thursday,False,False,False
APP03772,OFF026,LT02,2022-07-03,20220703,2022-08-08,8821000,9.41,740,33,920000,2,Rejected,36.04,4.37,6.67,5.55,8.05,5.64,5.76,False,False,South,Home Loan,20220703,2022-07-03,2022,3,7,July,26,6,Sunday,True,False,False
APP03773,OFF029,LT02,2022-08-25,20220825,2022-10-13,4550000,7.84,821,61,1087000,3,Approved,49.82,6.09,9.08,7.53,11.86,7.86,7.4,True,False,West,Home Loan,20220825,2022-08-25,2022,3,8,August,34,3,Thursday,False,False,False
APP03774,OFF017,LT02,2023-05-06,20230506,2023-06-14,8036000,9.49,631,31,834000,0,Approved,39.74,4.82,7.18,6.26,9.22,5.6,6.66,False,False,North,Home Loan,20230506,2023-05-06,2023,2,5,May,18,5,Saturday,True,False,False
APP03775,OFF044,LT05,2022-02-19,20220219,2022-03-13,296000,8.29,850,64,361000,0,Withdrawn,22.2,2.46,4.52,3.28,5.25,3.6,3.09,False,False,Central,Education Loan,20220219,2022-02-19,2022,1,2,February,7,5,Saturday,True,False,False
APP03776,OFF045,LT02,2024-09-07,20240907,2024-10-14,9881000,10.02,617,51,994000,1,Approved,37.4,4.34,7.02,5.95,8.55,5.53,6.01,False,False,East,Home Loan,20240907,2024-09-07,2024,3,9,September,36,5,Saturday,True,False,False
APP03777,OFF015,LT02,2022-11-09,20221109,,4281000,8.77,623,27,221000,1,In Progress,37.58,4.55,6.99,6.03,8.61,6.23,5.17,False,False,North,Home Loan,20221109,2022-11-09,2022,4,11,November,45,2,Wednesday,False,False,False
APP03778,OFF009,LT05,2023-10-17,20231017,2023-11-12,384000,9.09,674,56,812000,1,Approved,26.84,2.99,4.9,3.89,6.98,4.08,4,False,False,South,Education Loan,20231017,2023-10-17,2023,4,10,October,42,1,Tuesday,False,False,False
APP03779,OFF049,LT04,2022-02-09,20220209,2022-03-27,4599000,13.31,701,41,818000,2,Approved,46.85,6.4,8.86,7.47,10.33,7.19,6.6,False,False,South,Business Loan,20220209,2022-02-09,2022,1,2,February,6,2,Wednesday,False,False,False
APP03780,OFF019,LT04,2022-02-18,20220218,2022-04-08,3737000,13.76,716,51,516000,3,Approved,49.71,5.9,9.38,7.65,11.19,8,7.59,False,False,West,Business Loan,20220218,2022-02-18,2022,1,2,February,7,4,Friday,False,False,False
APP03781,OFF045,LT04,2022-05-20,20220520,2022-06-27,1964000,14.51,650,29,439000,4,Rejected,38.17,4.76,6.77,6.13,8.75,5.83,5.93,False,False,East,Business Loan,20220520,2022-05-20,2022,2,5,May,20,4,Friday,False,False,False
APP03782,OFF038,LT01,2023-03-04,20230304,2023-03-28,172000,12.47,707,53,817000,2,Withdrawn,24.82,3.01,4.23,3.67,6.56,4.02,3.33,False,False,East,Personal Loan,20230304,2023-03-04,2023,1,3,March,9,5,Saturday,True,False,False
APP03783,OFF032,LT01,2023-12-17,20231217,,101000,14.48,707,40,233000,3,In Progress,30.66,3.64,5.88,4.5,7.49,4.71,4.44,False,False,West,Personal Loan,20231217,2023-12-17,2023,4,12,December,50,6,Sunday,True,False,False
APP03784,OFF038,LT03,2024-11-08,20241108,2024-12-02,1024000,9.95,552,59,1121000,4,Rejected,24.16,3.28,4.24,3.02,6.56,3.75,3.31,False,False,East,Auto Loan,20241108,2024-11-08,2024,4,11,November,45,4,Friday,False,False,False
APP03785,OFF011,LT04,2023-03-12,20230312,2023-04-21,1641000,13.37,686,51,1840000,2,Approved,40.26,5.19,7.09,5.93,9.3,6.64,6.11,False,False,East,Business Loan,20230312,2023-03-12,2023,1,3,March,10,6,Sunday,True,False,False
APP03786,OFF001,LT05,2023-07-31,20230731,2023-09-18,527000,9.07,707,64,936000,0,Approved,49.55,5.47,9.11,7.48,12.28,7.99,7.22,True,False,North,Education Loan,20230731,2023-07-31,2023,3,7,July,31,0,Monday,False,True,False
APP03787,OFF024,LT05,2024-03-06,20240306,2024-04-10,1395000,9.56,749,58,532000,2,Withdrawn,35.36,4.42,6.36,5.63,8.6,5.3,5.05,False,False,West,Education Loan,20240306,2024-03-06,2024,1,3,March,10,2,Wednesday,False,False,False
APP03788,OFF013,LT05,2023-06-09,20230609,2023-06-27,299000,8.58,729,39,306000,4,Approved,18.9,2.69,3.47,2.96,4.64,2.56,2.58,False,False,East,Education Loan,20230609,2023-06-09,2023,2,6,June,23,4,Friday,False,False,False
APP03789,OFF021,LT03,2024-03-15,20240315,2024-04-04,1413000,9.83,653,44,206000,4,Approved,20.56,2.19,3.58,3.06,5.55,3.18,3,False,False,East,Auto Loan,20240315,2024-03-15,2024,1,3,March,11,4,Friday,False,False,False
APP03790,OFF019,LT04,2022-03-01,20220301,2022-04-15,2531000,15.28,658,42,1727000,4,Approved,45.42,6.08,8.18,7.15,10.19,7.21,6.61,False,False,West,Business Loan,20220301,2022-03-01,2022,1,3,March,9,1,Tuesday,False,False,False
APP03791,OFF042,LT05,2024-04-10,20240410,2024-05-08,1941000,9.78,767,61,1496000,3,Approved,28.56,3.2,5.65,4.56,7.02,4.23,3.9,False,False,East,Education Loan,20240410,2024-04-10,2024,2,4,April,15,2,Wednesday,False,False,False
APP03792,OFF008,LT01,2024-03-04,20240304,2024-03-27,81000,14.37,621,51,1265000,1,Approved,23.21,2.09,4.67,3.49,5.88,3.06,4.02,False,False,West,Personal Loan,20240304,2024-03-04,2024,1,3,March,10,0,Monday,False,False,False
APP03793,OFF048,LT02,2023-02-14,20230214,2023-03-16,1563000,8.54,736,30,964000,0,Rejected,30.22,4,5.18,4.53,6.92,4.81,4.78,False,False,North,Home Loan,20230214,2023-02-14,2023,1,2,February,7,1,Tuesday,False,False,False
APP03794,OFF048,LT03,2023-03-15,20230315,2023-04-04,209000,11.65,632,50,1012000,3,Approved,20.49,2.27,4.28,2.73,5.37,3.04,2.8,False,False,North,Auto Loan,20230315,2023-03-15,2023,1,3,March,11,2,Wednesday,False,False,False
APP03795,OFF020,LT03,2024-08-07,20240807,2024-08-27,393000,11.24,714,59,1519000,0,Approved,20.28,2.56,3.95,2.75,5.37,2.67,2.98,False,False,East,Auto Loan,20240807,2024-08-07,2024,3,8,August,32,2,Wednesday,False,False,False
APP03796,OFF041,LT02,2023-06-01,20230601,2023-07-14,4233000,7.6,649,26,1561000,0,Approved,43.98,6.05,7.77,6.68,10.3,6.38,6.8,False,False,South,Home Loan,20230601,2023-06-01,2023,2,6,June,22,3,Thursday,False,False,False
APP03797,OFF002,LT03,2022-01-26,20220126,2022-03-04,1099000,11.74,744,31,366000,4,Rejected,37.07,3.63,6.91,5.11,9.67,5.95,5.8,True,False,South,Auto Loan,20220126,2022-01-26,2022,1,1,January,4,2,Wednesday,False,False,False
APP03798,OFF012,LT03,2023-02-27,20230227,2023-03-28,1045000,11.1,646,31,1658000,0,Approved,29.25,2.77,5.7,4.5,8,3.98,4.3,True,False,West,Auto Loan,20230227,2023-02-27,2023,1,2,February,9,0,Monday,False,False,False
APP03799,OFF047,LT04,2023-11-02,20231102,2023-12-05,221000,15.31,716,31,974000,2,Approved,33.2,4.31,5.46,5.19,7.59,5.42,5.23,False,False,East,Business Loan,20231102,2023-11-02,2023,4,11,November,44,3,Thursday,False,False,False
APP03800,OFF026,LT05,2022-12-05,20221205,2023-01-03,1448000,9.44,666,62,1708000,2,Approved,29.07,3.19,5.28,4.69,7.54,4.58,3.79,False,False,South,Education Loan,20221205,2022-12-05,2022,4,12,December,49,0,Monday,False,False,False
APP03801,OFF031,LT05,2023-08-08,20230808,,490000,9.71,708,48,347000,2,In Progress,27.37,2.85,5.55,4.21,6.72,4.4,3.64,False,False,South,Education Loan,20230808,2023-08-08,2023,3,8,August,32,1,Tuesday,False,False,False
APP03802,OFF043,LT02,2022-06-09,20220609,2022-07-17,1982000,8.34,615,38,1364000,0,Approved,38.67,5.18,7.27,5.69,8.99,5.96,5.58,False,False,North,Home Loan,20220609,2022-06-09,2022,2,6,June,23,3,Thursday,False,False,False
APP03803,OFF001,LT01,2022-04-13,20220413,,276000,12.09,572,63,1732000,4,In Progress,27.49,3.26,5.26,3.89,7.3,3.93,3.85,False,False,North,Personal Loan,20220413,2022-04-13,2022,2,4,April,15,2,Wednesday,False,False,False
APP03804,OFF018,LT01,2023-09-14,20230914,,413000,12.39,798,43,313000,2,In Progress,26.15,3.03,4.99,3.31,7.21,3.61,4,False,False,North,Personal Loan,20230914,2023-09-14,2023,3,9,September,37,3,Thursday,False,False,False
APP03805,OFF047,LT05,2022-11-23,20221123,,931000,9.25,719,51,1712000,2,In Progress,27.88,3.48,5.07,4.3,6.71,4.43,3.89,False,False,East,Education Loan,20221123,2022-11-23,2022,4,11,November,47,2,Wednesday,False,False,False
APP03806,OFF024,LT02,2023-01-26,20230126,2023-04-13,7413000,10.18,770,37,1185000,0,Approved,77.35,9.48,13.61,11.94,18.43,11.82,12.07,True,False,West,Home Loan,20230126,2023-01-26,2023,1,1,January,4,3,Thursday,False,False,False
APP03807,OFF048,LT03,2022-06-05,20220605,2022-06-26,728000,9.53,729,42,571000,0,Approved,21.57,1.87,4.47,3.1,6.26,3.2,2.67,False,False,North,Auto Loan,20220605,2022-06-05,2022,2,6,June,22,6,Sunday,True,False,False
APP03808,OFF042,LT01,2023-09-02,20230902,2023-09-23,260000,13.21,639,56,240000,2,Rejected,21.67,2.34,3.85,3.16,6.06,3.35,2.91,False,False,East,Personal Loan,20230902,2023-09-02,2023,3,9,September,35,5,Saturday,True,False,False
APP03809,OFF008,LT03,2022-10-18,20221018,2022-11-11,1263000,11.46,661,44,476000,2,Approved,24.07,2.51,4.67,3.62,6.42,3.57,3.28,False,False,West,Auto Loan,20221018,2022-10-18,2022,4,10,October,42,1,Tuesday,False,False,False
APP03810,OFF014,LT01,2022-03-04,20220304,2022-04-07,382000,13.52,737,30,687000,2,Approved,34.54,3.86,6.19,5.23,9,5.13,5.13,False,False,West,Personal Loan,20220304,2022-03-04,2022,1,3,March,9,4,Friday,False,False,False
APP03811,OFF031,LT02,2022-01-30,20220130,2022-04-02,9607000,8.37,686,32,697000,3,Rejected,62.64,7.93,11.33,9.54,14.86,9.18,9.8,True,False,South,Home Loan,20220130,2022-01-30,2022,1,1,January,4,6,Sunday,True,False,False
APP03812,OFF047,LT02,2024-07-21,20240721,2024-08-25,8870000,7.94,718,62,1084000,2,Rejected,35.2,4.62,6.94,5.37,8.06,5.22,4.99,False,False,East,Home Loan,20240721,2024-07-21,2024,3,7,July,29,6,Sunday,True,False,False
APP03813,OFF038,LT05,2023-07-14,20230714,2023-08-09,296000,8.71,682,46,792000,2,Approved,26.41,2.86,5.15,3.67,6.54,4.29,3.9,False,False,East,Education Loan,20230714,2023-07-14,2023,3,7,July,28,4,Friday,False,False,False
APP03814,OFF045,LT05,2024-09-09,20240909,2024-10-02,124000,8.53,814,31,1496000,0,Approved,23.11,2.72,4.38,3.53,6.1,2.97,3.41,False,False,East,Education Loan,20240909,2024-09-09,2024,3,9,September,37,0,Monday,False,False,False
APP03815,OFF045,LT02,2023-03-18,20230318,2023-04-21,5112000,8.5,760,43,1035000,1,Approved,34.75,4.34,6.21,4.82,8.35,5.53,5.5,False,False,East,Home Loan,20230318,2023-03-18,2023,1,3,March,11,5,Saturday,True,False,False
